task,model,rparentheses_colon,period_asterisk,op_semicolon,snake_case-screaming_snake_case,camel_case-pascal_case,rparentheses_period,snake_case-camel_case,op_lsquarebracket,double_plus_rparentheses,period_name,camel_case-snake_case,lparentheses_name,rsquarebracket_rparentheses,lparentheses_rparentheses,snake_case-pascal_case,op_rsquarebracket,rparentheses_semicolon,op_lparentheses,lsquarebracket_name,op_dash,op_all,camel_case-screaming_snake_case,rparentheses_rparentheses,op_name
humanevalfixtests-java,CodeQwen1.5-7B-Chat,,1.9695121951219512,3.207317073170732,,0.7089552238805971,2.238095238095238,,,1.3061224489795917,0.18902439024390244,2.455223880597015,-0.17682926829268292,,2.7886178861788617,,,3.9923076923076923,2.046153846153846,,,9.731707317073171,8.305970149253731,2.06,-0.024390243902439025
humanevalfixtests-java,Qwen2.5-Coder-7B,,3.9634146341463414,5.2317073170731705,,0.23134328358208955,2.2857142857142856,,,1.3265306122448979,7.347560975609756,0.19402985074626866,3.5365853658536586,,2.5040650406504064,,,4.007692307692308,1.4615384615384615,,,24.628048780487806,2.514925373134328,2.12,12.213414634146341
avatartranslate-python2java,Llama-3.1-8B-Instruct,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.872427983539095,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.688524590163933,,2.8133333333333335,11.03688524590164
avatartranslate-python2java,Llama-3.2-3B-Instruct,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.872427983539095,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.688524590163933,,2.8133333333333335,11.03688524590164
avatartranslate-python2java,Llama-3.3-70B-Instruct,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.872427983539095,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.688524590163933,,2.8133333333333335,11.03688524590164
avatartranslate-python2java,Qwen2.5-Coder-7B-Instruct,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.8559670781893,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.672131147540984,,2.8133333333333335,11.020491803278688
avatartranslate-python2java,Qwen2.5-Coder-1.5B-Instruct,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.8559670781893,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.672131147540984,,2.8133333333333335,11.020491803278688
avatartranslate-python2java,Qwen2.5-Coder-32B-Instruct,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.8559670781893,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.672131147540984,,2.8133333333333335,11.020491803278688
avatartranslate-python2java,deepseek-coder-1.3b-instruct,2.8697916666666665,,,8.882352941176471,,,-6.549019607843137,2.5689655172413794,,-0.019138755980861243,,0.18106995884773663,1.7777777777777777,6.700819672131147,-5.784313725490196,1.5172413793103448,,,0.03205128205128205,1.34375,14.118852459016393,,2.8666666666666667,0.1721311475409836
avatartranslate-python2java,deepseek-coder-6.7b-instruct,2.8697916666666665,,,8.882352941176471,,,-6.549019607843137,2.5689655172413794,,-0.019138755980861243,,0.18106995884773663,1.7777777777777777,6.700819672131147,-5.784313725490196,1.5172413793103448,,,0.03205128205128205,1.34375,14.118852459016393,,2.8666666666666667,0.1721311475409836
avatartranslate-python2java,deepseek-coder-33b-instruct,2.8697916666666665,,,8.882352941176471,,,-6.549019607843137,2.5689655172413794,,-0.019138755980861243,,0.18106995884773663,1.7777777777777777,6.700819672131147,-5.784313725490196,1.5172413793103448,,,0.03205128205128205,1.34375,14.118852459016393,,2.8666666666666667,0.1721311475409836
avatartranslate-python2java,CodeQwen1.5-7B-Chat,2.9114583333333335,,,9.176470588235293,,,-6.117647058823529,2.5,,-0.04784688995215311,,-0.102880658436214,2.011111111111111,6.700819672131147,-5.431372549019608,1.543103448275862,,,0.04487179487179487,1.1875,13.959016393442623,,2.8755555555555556,-0.12704918032786885
avatartranslate-python2java,Qwen2.5-Coder-7B,3.140625,,,3.3529411764705883,,,0.11764705882352941,2.7413793103448274,,2.2200956937799043,,6.8559670781893,1.8666666666666667,5.016393442622951,0.6078431372549019,1.9655172413793103,,,3.4551282051282053,1.28125,25.672131147540984,,2.8133333333333335,11.020491803278688
avatartranslate-java2python,Llama-3.1-8B-Instruct,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
avatartranslate-java2python,Llama-3.2-3B-Instruct,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
avatartranslate-java2python,Llama-3.3-70B-Instruct,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
avatartranslate-java2python,Qwen2.5-Coder-7B-Instruct,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
avatartranslate-java2python,Qwen2.5-Coder-1.5B-Instruct,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
avatartranslate-java2python,Qwen2.5-Coder-32B-Instruct,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
avatartranslate-java2python,deepseek-coder-1.3b-instruct,,2.8661417322834644,11.504065040650406,,0.4155844155844156,1.875,,,0.0,1.5934959349593496,6.701298701298701,0.4024390243902439,,6.8861788617886175,,,9.528455284552846,1.4711538461538463,,,27.353658536585368,16.25974025974026,3.1411042944785277,2.008130081300813
avatartranslate-java2python,deepseek-coder-6.7b-instruct,,2.8661417322834644,11.504065040650406,,0.4155844155844156,1.875,,,0.0,1.5934959349593496,6.701298701298701,0.4024390243902439,,6.8861788617886175,,,9.528455284552846,1.4711538461538463,,,27.353658536585368,16.25974025974026,3.1411042944785277,2.008130081300813
avatartranslate-java2python,deepseek-coder-33b-instruct,,2.8661417322834644,11.504065040650406,,0.4155844155844156,1.875,,,0.0,1.5934959349593496,6.701298701298701,0.4024390243902439,,6.8861788617886175,,,9.528455284552846,1.4711538461538463,,,27.353658536585368,16.25974025974026,3.1411042944785277,2.008130081300813
avatartranslate-java2python,CodeQwen1.5-7B-Chat,,1.4330708661417322,11.699186991869919,,0.7402597402597403,1.8958333333333333,,,2.241573033707865,1.3495934959349594,6.4935064935064934,0.14634146341463414,,6.1138211382113825,,,9.845528455284553,2.2788461538461537,,,28.333333333333332,17.0,3.1533742331288344,1.4593495934959348
avatartranslate-java2python,Qwen2.5-Coder-7B,,2.8661417322834644,12.621951219512194,,0.8108108108108109,1.8958333333333333,,,2.252808988764045,18.882113821138212,0.8783783783783784,7.345528455284553,,5.8861788617886175,,,9.821138211382113,1.5865384615384615,,,58.833333333333336,3.8378378378378377,3.208588957055215,30.19918699186992
codenettranslate-python2java,Llama-3.1-8B-Instruct,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.4019607843137254,1.763157894736842,21.705,,2.5081081081081082,9.770408163265307
codenettranslate-python2java,Llama-3.2-3B-Instruct,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.4019607843137254,1.763157894736842,21.705,,2.5081081081081082,9.770408163265307
codenettranslate-python2java,Llama-3.3-70B-Instruct,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.4019607843137254,1.763157894736842,21.705,,2.5081081081081082,9.770408163265307
codenettranslate-python2java,Qwen2.5-Coder-7B-Instruct,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.392156862745098,1.763157894736842,21.7,,2.5081081081081082,9.76530612244898
codenettranslate-python2java,Qwen2.5-Coder-1.5B-Instruct,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.392156862745098,1.763157894736842,21.7,,2.5081081081081082,9.76530612244898
codenettranslate-python2java,Qwen2.5-Coder-32B-Instruct,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.392156862745098,1.763157894736842,21.7,,2.5081081081081082,9.76530612244898
codenettranslate-python2java,deepseek-coder-1.3b-instruct,2.6605504587155964,,,6.733333333333333,,,-6.9,4.135135135135135,,0.02531645569620253,,0.2552083333333333,1.9454545454545455,5.05,-6.533333333333333,1.6027397260273972,,,0.0,1.3157894736842106,11.54,,2.5513513513513515,0.2857142857142857
codenettranslate-python2java,deepseek-coder-6.7b-instruct,2.6605504587155964,,,6.733333333333333,,,-6.9,4.135135135135135,,0.02531645569620253,,0.2552083333333333,1.9454545454545455,5.05,-6.533333333333333,1.6027397260273972,,,0.0,1.3157894736842106,11.54,,2.5513513513513515,0.2857142857142857
codenettranslate-python2java,deepseek-coder-33b-instruct,2.6605504587155964,,,6.733333333333333,,,-6.9,4.135135135135135,,0.02531645569620253,,0.2552083333333333,1.9454545454545455,5.05,-6.533333333333333,1.6027397260273972,,,0.0,1.3157894736842106,11.54,,2.5513513513513515,0.2857142857142857
codenettranslate-python2java,CodeQwen1.5-7B-Chat,2.761467889908257,,,8.133333333333333,,,-6.6,4.081081081081081,,-0.02531645569620253,,0.07291666666666667,2.1818181818181817,5.05,-6.333333333333333,1.5616438356164384,,,0.0196078431372549,1.263157894736842,11.555,,2.5513513513513515,0.10204081632653061
codenettranslate-python2java,Qwen2.5-Coder-7B,3.0275229357798166,,,2.7333333333333334,,,-0.5666666666666667,4.756756756756757,,1.639240506329114,,6.161458333333333,1.9454545454545455,3.76,0.16666666666666666,1.8904109589041096,,,3.392156862745098,1.763157894736842,21.7,,2.5081081081081082,9.76530612244898
codenettranslate-java2python,Llama-3.1-8B-Instruct,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
codenettranslate-java2python,Llama-3.2-3B-Instruct,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
codenettranslate-java2python,Llama-3.3-70B-Instruct,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
codenettranslate-java2python,Qwen2.5-Coder-7B-Instruct,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
codenettranslate-java2python,Qwen2.5-Coder-1.5B-Instruct,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
codenettranslate-java2python,Qwen2.5-Coder-32B-Instruct,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
codenettranslate-java2python,deepseek-coder-1.3b-instruct,,2.526315789473684,11.035,,0.8360655737704918,1.309090909090909,,,0.0,1.575,11.278688524590164,0.31,,7.15,,,9.005,1.1454545454545455,,,27.585,27.639344262295083,3.3008849557522124,1.88
codenettranslate-java2python,deepseek-coder-6.7b-instruct,,2.526315789473684,11.035,,0.8360655737704918,1.309090909090909,,,0.0,1.575,11.278688524590164,0.31,,7.15,,,9.005,1.1454545454545455,,,27.585,27.639344262295083,3.3008849557522124,1.88
codenettranslate-java2python,deepseek-coder-33b-instruct,,2.526315789473684,11.035,,0.8360655737704918,1.309090909090909,,,0.0,1.575,11.278688524590164,0.31,,7.15,,,9.005,1.1454545454545455,,,27.585,27.639344262295083,3.3008849557522124,1.88
codenettranslate-java2python,CodeQwen1.5-7B-Chat,,1.263157894736842,10.9,,0.8032786885245902,1.3454545454545455,,,2.423611111111111,1.43,11.885245901639344,0.06,,6.57,,,9.105,1.6727272727272726,,,28.585,27.311475409836067,3.3008849557522124,1.445
codenettranslate-java2python,Qwen2.5-Coder-7B,,2.610526315789474,12.445,,1.8524590163934427,1.4181818181818182,,,2.5902777777777777,17.09,2.7049180327868854,7.475,,6.845,,,9.805,1.6181818181818182,,,56.01,6.245901639344262,3.6991150442477876,28.77
